Blue
black
Blue
Blue
Red
Yellow
black
black
Gray
black
Blue
Blue
brown
Gray
white
Gray
Blue
Red
Red
Blue
black
Red
Pink
Cyan
black
Cyan
Gray
Red
black
white
Red
Pink
Yellow
Gray
black
white
white
black
black
white
black
Blue
Blue
white
Cyan
Gray
Gray
Gray
Red
Blue
black
black
Red
Blue
white
brown
Red
Blue
Blue
black
black
brown
Red
Cyan
black
Orange
brown
white
Red
brown
black
Gray
Gray
Red
white
Yellow
black
Red
black
Blue
black
Blue
Gray
black
Blue
Red
brown
Orange
brown
black
Red
Red
Gray
Red
black
Cyan
black
Blue
Blue
black
black
black
Orange
Yellow
Blue
Gray
Gray
white
brown
black
black
white
Orange
white
white
Cyan
Blue
Blue
Blue
Blue
Gray
Red
Gray
Gray
black
Blue
Orange
black
white
Orange
brown
Pink
white
Orange
Cyan
Blue
black
brown
Blue
black
brown
Red
Gray
Red
brown
black
white
black
Cyan
Red
black
black
black
Yellow
Purple
black
Cyan
Red
black
black
black
brown
Purple
black
white
black
black
Red
black
Gray
black
brown
black
black
Yellow
Yellow
Blue
Blue
Yellow
Blue
Blue
black
black
Red
Blue
Blue
Gray
Red
Pink
black
black
Blue
Gray
Red
black
brown
black
Gray
Cyan
Gray
Orange
Gray
Gray
Gray
Yellow
black
white
black
black
black
black
Blue
Red
black
Red
brown
Blue
Gray
brown
black
Cyan
Blue
Gray
white
black
black
Red
Blue
black
white
black
Blue
Yellow
black
brown
black
Blue
Red
Gray
Orange
Gray
Red
Gray
black
Gray
black
Cyan
Blue
brown
Yellow
white
Green
Pink
Cyan
white
Orange
white
Red
Green
Pink
Gray
Blue
white
Pink
brown
Blue
Red
brown
Gray
Gray
brown
Red
white
Cyan
Gray
Purple
brown
Yellow
black
Gray
Gray
black
Blue
black
white
Red
Blue
black
Gray
brown
Cyan
white
Blue
Blue
Green
Cyan
Gray
Red
black
Cyan
brown
Gray
white
black
Red
Gray
Blue
Purple
black
black
Orange
brown
Red
Blue
white
Gray
white
black
white
black
black
Green
white
Gray
white
Purple
Orange
Red
Blue
Orange
Blue
black
Green
white
black
black
white
black
Gray
Gray
white
black
black
Cyan
Blue
white
Yellow
Gray
Cyan
white
Red
Red
white
brown
white
Gray
Gray
Blue
Cyan
white
black
Gray
brown
Yellow
Red
black
brown
black
Red
brown
Blue
Blue
Red
brown
Blue
Red
Yellow
brown
black
Blue
black
Blue
Gray
black
black
black
black
white
Red
black
Gray
Yellow
Orange
brown
black
black
brown
Cyan
Blue
Blue
white
white
Blue
Gray
brown
Green
white
Gray
Red
brown
white
brown
black
brown
Yellow
Red
Gray
white
Red
white
white
Yellow
black
brown
Orange
Red
black
black
Blue
Blue
Cyan
black
Red
Orange
white
black
Cyan
Gray
Red
black
Cyan
black
black
brown
Pink
black
Gray
Blue
Red
Gray
Cyan
Red
black
brown
black
Red
black
black
Red
black
white
Red
black
Blue
Blue
Red
black
white
Cyan
black
white
Orange
white
Yellow
Red
Cyan
Gray
black
Cyan
Gray
Yellow
brown
Orange
Blue
black
Red
white
Blue
white
white
black
brown
Gray
black
Blue
Blue
Green
Yellow
Gray
Cyan
Cyan
Orange
black
Green
white
Red
Gray
black
